Workflow,Deadline,Cost
CyberShake_30.xml,1.0,2.9580565967228836
CyberShake_30.xml,1.1,2.9580565967228836
CyberShake_30.xml,1.0,2.958056596722883
CyberShake_30.xml,2.0,2.9368509745006612
CyberShake_30.xml,1.3,2.9487963078339945
CyberShake_30.xml,1.4,2.9487963078339945
CyberShake_30.xml,1.5,2.936850974500661
CyberShake_30.xml,1.6,2.9368509745006612
CyberShake_30.xml,1.7,2.936850974500661
CyberShake_30.xml,1.8,2.936850974500661
CyberShake_30.xml,1.9,2.936850974500661
CyberShake_30.xml,2.0,2.9368509745006612
Montage_50.xml,1.0,0.20802284722222222
Montage_50.xml,1.1,0.20802284722222222
Montage_50.xml,1.0,0.2080228472222222
Montage_50.xml,2.0,0.36653935528148185
Montage_50.xml,1.3,0.3362736175925926
Montage_50.xml,1.4,0.33627361759259267
Montage_50.xml,1.5,0.2921741968518518
Montage_50.xml,1.6,0.2921741968518518
Montage_50.xml,1.7,0.24915207833333336
Montage_50.xml,1.8,0.3512889168518518
Montage_50.xml,1.9,0.40784725104444447
Montage_50.xml,2.0,0.3665393552814819
Sipht_30.xml,1.0,1506.2565939945603
Sipht_30.xml,1.1,1506.6361695878759
Sipht_30.xml,1.0,1506.2565939945587
Sipht_30.xml,2.0,1754.500051488983
Sipht_30.xml,1.3,1738.794453345355
Sipht_30.xml,1.4,1738.364316573076
Sipht_30.xml,1.5,1754.4912107982027
Sipht_30.xml,1.6,1754.4963795838792
Sipht_30.xml,1.7,1754.4995567502042
Sipht_30.xml,1.8,1754.574173581872
Sipht_30.xml,1.9,1754.5741735818713
Sipht_30.xml,2.0,1754.5000514889805
